a_id,collection_date,age_at_collection_yrs,sn_at_collection,sex,health_status,surrendered,temperament,parasite,nemex_1,nemex_2,nemex_3,nemex_dose_number,ponazuril_dose_number,panacur_dose_number,age_group,parasite_type,results
A323924,2025-09-01,0.35555555555555557,Intact,unknown,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Juvenile (3-6 months),toxocara_roundworms,FALSE
A323924,2025-09-01,0.35555555555555557,Intact,unknown,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Juvenile (3-6 months),cystoisospora_felis_coccidia,FALSE
A323924,2025-09-01,0.35555555555555557,Intact,unknown,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Juvenile (3-6 months),sarco_like,FALSE
A323924,2025-09-01,0.35555555555555557,Intact,unknown,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Juvenile (3-6 months),toxoplasma,FALSE
A323932,2025-09-02,1.05,Fixed,female,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A323932,2025-09-02,1.05,Fixed,female,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A323932,2025-09-02,1.05,Fixed,female,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Adult (> 6 months),sarco_like,FALSE
A323932,2025-09-02,1.05,Fixed,female,other,FALSE,social,FALSE,2025-08-14,NA,NA,1,0,0,Adult (> 6 months),toxoplasma,FALSE
A323959,2025-09-02,0.2972222222222222,Intact,male,other,FALSE,social,FALSE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),toxocara_roundworms,FALSE
A323959,2025-09-02,0.2972222222222222,Intact,male,other,FALSE,social,FALSE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),cystoisospora_felis_coccidia,FALSE
A323959,2025-09-02,0.2972222222222222,Intact,male,other,FALSE,social,FALSE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),sarco_like,FALSE
A323959,2025-09-02,0.2972222222222222,Intact,male,other,FALSE,social,FALSE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),toxoplasma,FALSE
A323961,2025-09-02,0.4166666666666667,Fixed,female,other,FALSE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),toxocara_roundworms,FALSE
A323961,2025-09-02,0.4166666666666667,Fixed,female,other,FALSE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),cystoisospora_felis_coccidia,TRUE
A323961,2025-09-02,0.4166666666666667,Fixed,female,other,FALSE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),sarco_like,FALSE
A323961,2025-09-02,0.4166666666666667,Fixed,female,other,FALSE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),toxoplasma,FALSE
A323986,2025-09-02,0.3972222222222222,Intact,male,healthy,TRUE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),toxocara_roundworms,FALSE
A323986,2025-09-02,0.3972222222222222,Intact,male,healthy,TRUE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),cystoisospora_felis_coccidia,TRUE
A323986,2025-09-02,0.3972222222222222,Intact,male,healthy,TRUE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),sarco_like,FALSE
A323986,2025-09-02,0.3972222222222222,Intact,male,healthy,TRUE,social,TRUE,2025-08-15,NA,NA,1,0,0,Juvenile (3-6 months),toxoplasma,FALSE
A324055,2025-09-01,2.036111111111111,Fixed,spayed_female,healthy,TRUE,social,FALSE,2025-08-18,NA,NA,1,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324055,2025-09-01,2.036111111111111,Fixed,spayed_female,healthy,TRUE,social,FALSE,2025-08-18,NA,NA,1,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324055,2025-09-01,2.036111111111111,Fixed,spayed_female,healthy,TRUE,social,FALSE,2025-08-18,NA,NA,1,0,0,Adult (> 6 months),sarco_like,FALSE
A324055,2025-09-01,2.036111111111111,Fixed,spayed_female,healthy,TRUE,social,FALSE,2025-08-18,NA,NA,1,0,0,Adult (> 6 months),toxoplasma,FALSE
A324098,2025-09-01,3.3833333333333333,Fixed,spayed_female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324098,2025-09-01,3.3833333333333333,Fixed,spayed_female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324098,2025-09-01,3.3833333333333333,Fixed,spayed_female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324098,2025-09-01,3.3833333333333333,Fixed,spayed_female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324103,2025-09-01,1.4972222222222222,Intact,female,healthy,FALSE,social,TRUE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324103,2025-09-01,1.4972222222222222,Intact,female,healthy,FALSE,social,TRUE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,TRUE
A324103,2025-09-01,1.4972222222222222,Intact,female,healthy,FALSE,social,TRUE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324103,2025-09-01,1.4972222222222222,Intact,female,healthy,FALSE,social,TRUE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324110,2025-09-01,4.030555555555556,NA,neutered_male,other,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324110,2025-09-01,4.030555555555556,NA,neutered_male,other,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324110,2025-09-01,4.030555555555556,NA,neutered_male,other,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324110,2025-09-01,4.030555555555556,NA,neutered_male,other,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324181,2025-09-02,0.8527777777777777,Fixed,male,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324181,2025-09-02,0.8527777777777777,Fixed,male,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324181,2025-09-02,0.8527777777777777,Fixed,male,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324181,2025-09-02,0.8527777777777777,Fixed,male,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324196,2025-09-01,11.02777777777778,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324196,2025-09-01,11.02777777777778,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324196,2025-09-01,11.02777777777778,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324196,2025-09-01,11.02777777777778,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324220,2025-09-02,1.0277777777777777,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324220,2025-09-02,1.0277777777777777,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324220,2025-09-02,1.0277777777777777,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324220,2025-09-02,1.0277777777777777,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324265,2025-09-02,1.025,Fixed,female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324265,2025-09-02,1.025,Fixed,female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324265,2025-09-02,1.025,Fixed,female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324265,2025-09-02,1.025,Fixed,female,healthy,FALSE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324329,2025-09-05,1.525,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxocara_roundworms,FALSE
A324329,2025-09-05,1.525,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),cystoisospora_felis_coccidia,FALSE
A324329,2025-09-05,1.525,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),sarco_like,FALSE
A324329,2025-09-05,1.525,Fixed,spayed_female,healthy,TRUE,social,FALSE,NA,NA,NA,0,0,0,Adult (> 6 months),toxoplasma,FALSE
A324395,2025-09-05,NA,NA,unknown,sick,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,NA,toxocara_roundworms,FALSE
A324395,2025-09-05,NA,NA,unknown,sick,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,NA,cystoisospora_felis_coccidia,FALSE
A324395,2025-09-05,NA,NA,unknown,sick,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,NA,sarco_like,FALSE
A324395,2025-09-05,NA,NA,unknown,sick,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,NA,toxoplasma,FALSE
A324503,2025-09-01,0.3388888888888889,Intact,unknown,healthy,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,Juvenile (3-6 months),toxocara_roundworms,FALSE
A324503,2025-09-01,0.3388888888888889,Intact,unknown,healthy,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,Juvenile (3-6 months),cystoisospora_felis_coccidia,FALSE
A324503,2025-09-01,0.3388888888888889,Intact,unknown,healthy,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,Juvenile (3-6 months),sarco_like,FALSE
A324503,2025-09-01,0.3388888888888889,Intact,unknown,healthy,FALSE,unsocial,FALSE,NA,NA,NA,0,0,0,Juvenile (3-6 months),toxoplasma,FALSE
A324522,2025-09-01,0.25277777777777777,Intact,female,healthy,TRUE,social,TRUE,NA,NA,NA,0,0,0,Juvenile (3-6 months),toxocara_roundworms,TRUE
A324522,2025-09-01,0.25277777777777777,Intact,female,healthy,TRUE,social,TRUE,NA,NA,NA,0,0,0,Juvenile (3-6 months),cystoisospora_felis_coccidia,FALSE
A324522,2025-09-01,0.25277777777777777,Intact,female,healthy,TRUE,social,TRUE,NA,NA,NA,0,0,0,Juvenile (3-6 months),sarco_like,FALSE
A324522,2025-09-01,0.25277777777777777,Intact,female,healthy,TRUE,social,TRUE,NA,NA,NA,0,0,0,Juvenile (3-6 months),toxoplasma,FALSE
